@relation uracil_train_filtered_predicted

@attribute Mn_rate numeric
@attribute Untreated_rate numeric
@attribute Mn_T- numeric
@attribute Mn_-A numeric
@attribute Mn_-G numeric
@attribute Mn_-C numeric
@attribute Mn_TA numeric
@attribute Mn_TG numeric
@attribute Mn_TC numeric
@attribute TA numeric
@attribute TG numeric
@attribute TC numeric
@attribute 'prediction margin' numeric
@attribute 'predicted Modifications' {none,pU,Um}
@attribute Modifications {none,pU,Um}

@data
0.004927,0.000324,0.007729,0.03787,0.002319,0.006183,0.562638,0.112837,0.238812,0.430567,0.011637,0.395656,-0.68184,pU,?
0.003178,0.000213,0.004581,0.071013,0,0,0.415768,0.091629,0.367663,0.329,0.074773,0.52341,0.986664,none,?
0.004035,0.000234,0.009672,0.001934,0.005803,0.001934,0.217623,0.243737,0.473934,0.382879,0.103083,0.485962,1,none,?
0.004771,0.000311,0.001704,0.002556,0.023852,0.006815,0.184855,0.230004,0.495785,0.164592,0.032918,0.625451,1,none,?
0.01313,0.004881,0.005054,0,0,0.000722,0.16968,0.05307,0.140076,0.010836,0.004644,0.026317,1,none,?
0.00203,0.000136,0,0.033906,0.004238,0.004238,0.298796,0.122909,0.459849,0.051421,0.128553,0.719899,1,none,?
0.005057,0.00047,0.006457,0.003229,0.004843,0.004036,0.238921,0.195334,0.354345,0.382666,0.063778,0.318889,1,none,?
0.00743,0.00024,0.002602,0,0,0.001041,0.380355,0.16182,0.27473,0.256884,0.148722,0.378565,1,none,?
0.004048,0.00136,0,0.004784,0.013396,0.002871,0.179891,0.190417,0.306198,0.023928,0.002393,0.064607,1,none,?
0.01117,0.001441,0.003705,0.003705,0,0.004715,0.298417,0.14584,0.238464,0.063756,0.008794,0.059359,1,none,?
0.005329,0.000382,0,0.010738,0.085906,0.028635,0.220492,0.161074,0.337897,0.126017,0.168023,0.445261,1,none,?
0.005557,0.000401,0.00596,0.027153,0.005298,0.007285,0.283448,0.158943,0.433782,0.325745,0.16666,0.363622,1,none,?
0.006674,0.000393,0.018969,0.001626,0,0.00271,0.371801,0.186442,0.377221,0.123127,0.323209,0.346295,1,none,?
0.006745,0.000238,0,0.020745,0.005851,0.011702,0.442031,0.151067,0.321815,0.328945,0.151821,0.379552,1,none,?
0.003477,0.000254,0,0.001695,0.000847,0.00339,0.249149,0.299996,0.387282,0.319922,0.155114,0.455646,1,none,?
0.003503,0.000208,0.006722,0.018486,0.005042,0.003361,0.470556,0.148729,0.296618,0.376204,0.094051,0.411474,1,none,?
0.00298,0.000277,0.013457,0.001035,0.001035,0.00207,0.222556,0.214275,0.514466,0.196154,0.13077,0.616485,1,none,?
0.005059,0.000334,0.006667,0.000606,0.003031,0.001818,0.296992,0.218804,0.26305,0.244203,0.228448,0.322978,1,none,?
0.004115,0.000349,0.004366,0,0.002183,0.002183,0.316566,0.214683,0.416266,0.500688,0.139898,0.346064,1,none,?
0.005306,0.000282,0,0.000561,0.002242,0.002803,0.294851,0.187785,0.379495,0.160929,0.151988,0.536429,1,none,?
0.008231,0.000404,0.00401,0.001094,0.009478,0.002916,0.357252,0.234766,0.317881,0.253362,0.139349,0.342038,1,none,?
0.004724,0.001838,0.001214,0.001214,0.010923,0.003034,0.154741,0.359243,0.330115,0.041608,0.89792,0.051003,1,none,?
0.005301,0.000297,0.00055,0.002199,0.009896,0.003299,0.198465,0.196815,0.413422,0.135371,0.143832,0.634551,1,none,?
0.002928,0.000156,0.004718,0.009435,0.000944,0.002831,0.307593,0.147192,0.481204,0.369085,0.076893,0.538249,1,none,?
0.007434,0.00027,0.001829,0.004025,0.000732,0.004025,0.446369,0.171962,0.34246,0.429362,0.157725,0.376787,1,none,?
0.005917,0.000296,0.000508,0.002033,0.005081,0.002541,0.25966,0.268806,0.380597,0.36312,0.123992,0.487112,1,none,?
0.00381,0.000303,0.002467,0.000822,0.004934,0.004111,0.242578,0.242578,0.45062,0.25481,0.018201,0.491418,1,none,?
0.005774,0.000338,0.002688,0.000538,0.000538,0.002688,0.28335,0.278511,0.377979,0.260076,0.073146,0.536406,1,none,?
0.003627,0.00021,0.002408,0.021672,0.002408,0.002408,0.276924,0.142074,0.339532,0.271354,0.049337,0.419365,1,none,?
0.004643,0.000412,0.009003,0.015433,0.002572,0.003858,0.538876,0.13504,0.259792,0.350216,0.02547,0.483934,1,none,?
0.002945,0.000234,0.001032,0.037147,0.002064,0,0.347738,0.126919,0.427192,0.472178,0,0.460936,1,none,?
0.006702,0.000393,0.01046,0.001743,0.003487,0.001162,0.366666,0.286476,0.274273,0.281065,0.314131,0.330664,1,none,?
0.005575,0.0002,0.000692,0,0,0.002076,0.31349,0.112109,0.539784,0.516054,0.093828,0.39095,1,none,?
0.006793,0.000387,0.018965,0.001308,0,0.00327,0.30279,0.190961,0.449935,0.252342,0.225305,0.441598,1,none,?
0.006913,0.000279,0,0.025796,0.004073,0.059738,0.306156,0.081461,0.484691,0.394279,0.026285,0.538847,0.999997,none,?
0.003323,0.000252,0.016089,0,0,0.001238,0.190594,0.298267,0.444307,0.325495,0.150228,0.450685,1,none,?
0.008299,0.000437,0.010606,0.00101,0.000505,0.004545,0.380802,0.132826,0.403529,0.284361,0.065622,0.444769,1,none,?
0.006721,0.000273,0.024361,0.001249,0,0.001249,0.463475,0.188013,0.294201,0.28599,0.083414,0.309822,1,none,?
0.003645,0.000245,0,0.07152,0.003517,0.002345,0.473676,0.092625,0.309531,0.458529,0.040458,0.364126,1,none,?
0.00662,0.000298,0.000588,0.002941,0.000588,0.008236,0.357667,0.172363,0.395905,0.352954,0.030253,0.34287,1,none,?
0.00848,0.000518,0.006735,0,0.015716,0.002694,0.369101,0.231698,0.3233,0.290481,0.33517,0.312825,1,none,?
0.007354,0.000501,0,0.001945,0,0.004377,0.464963,0.172659,0.321,0.289724,0.497451,0.185861,1,none,?
0.003889,0.00025,0.007341,0.036706,0.000734,0.006607,0.493331,0.101309,0.332558,0.302183,0.051803,0.423056,0.998924,none,?
0.003503,0.000264,0.00446,0.011597,0.000892,0.00446,0.354142,0.181085,0.386256,0.194557,0.407643,0.352056,1,none,?
0.008438,0.000304,0,0.002105,0.001052,0.001403,0.455294,0.161002,0.296046,0.298005,0.351493,0.32857,1,none,?
0.006791,0.000288,0.00087,0.003482,0.047871,0.003482,0.211938,0.269384,0.423442,0.365668,0.130015,0.398172,1,none,?
0.00754,0.000438,0.023667,0.001578,0.000394,0.001972,0.523833,0.167642,0.265467,0.331148,0.202057,0.319923,-0.964114,pU,?
0.009496,0.002581,0,0.045778,0.001623,0.003247,0.135385,0.040908,0.103568,0.040719,0.004966,0.051644,1,none,?
0.002028,0.000194,0.002444,0.015889,0.004889,0.002444,0.21267,0.182114,0.520674,0.46211,0.053734,0.440616,1,none,?
0.004552,0.000282,0.050476,0.001109,0,0.001664,0.287324,0.151428,0.485345,0.130373,0,0.398362,1,none,?
0.008055,0.000839,0,0.003581,0.001302,0.025717,0.253912,0.060874,0.312507,0.119031,0.01013,0.291245,1,none,?
0.003459,0.000213,0.002968,0,0.001484,0.001484,0.212186,0.298247,0.434016,0.387671,0.019384,0.552432,1,none,?
0.002861,0.000238,0.002615,0.004359,0,0.003487,0.387045,0.1264,0.414941,0.470743,0.126092,0.378275,1,none,?
0.006043,0.000226,0.003277,0.003277,0.000468,0.004213,0.32348,0.176954,0.461579,0.203672,0.030551,0.529548,1,none,?
0.004346,0.000232,0,0.01724,0.021071,0.015325,0.242638,0.248385,0.409931,0.368771,0.077636,0.533748,1,none,?
0.004176,0.000331,0.001931,0,0.004505,0.001287,0.386769,0.255487,0.295386,0.39519,0.138316,0.454468,0.999998,none,?
0.007731,0.000289,0.013784,0.001814,0,0.002539,0.476624,0.181364,0.286917,0.212515,0.181032,0.322709,0.999993,none,?
0.002587,0.000128,0,0.007848,0.002242,0.003363,0.304949,0.112113,0.515722,0.072988,0.072988,0.839361,1,none,?
0.004569,0.001399,0,0.001207,0.004225,0.006639,0.208215,0.210629,0.431517,0.05732,0.015922,0.116232,1,none,?
0.002999,0.000206,0.005193,0.005193,0,0.002077,0.345822,0.143314,0.440326,0.234282,0.135637,0.579539,1,none,?
0.003672,0.000255,0.000794,0.000794,0.008738,0.005561,0.243073,0.283586,0.414655,0.364079,0.074683,0.52278,1,none,?
0.009885,0.000284,0.002495,0.006862,0.000312,0.004679,0.468505,0.195574,0.286343,0.482172,0.062504,0.285732,1,none,?
0.005087,0.000362,0,0.027915,0.026054,0.042182,0.290932,0.196643,0.369713,0.45024,0.050027,0.421654,1,none,?
0.009135,0.000383,0.00834,0.003574,0,0.00278,0.448388,0.196989,0.314547,0.307886,0.200126,0.369463,1,none,?
0.004173,0.000265,0,0.013866,0.018199,0.021665,0.201921,0.21492,0.48097,0.177502,0.133126,0.643443,1,none,?
0.008615,0.000438,0.000396,0.001979,0.001979,0.006334,0.301267,0.14806,0.403009,0.29718,0.101168,0.303503,1,none,?
0.006855,0.000488,0.035601,0.002064,0,0.001548,0.401934,0.186778,0.326088,0.276592,0.169342,0.259658,0.999997,none,?
0.005367,0.000231,0,0.018674,0.007727,0.010303,0.35417,0.175153,0.374133,0.243814,0.220593,0.522458,1,none,?
0.00279,0.000201,0,0.333333,0.009292,0.006969,0.123113,0.11266,0.354239,0.43787,0.025021,0.412848,1,none,?
0.005027,0.000249,0.001477,0.001477,0.006647,0,0.368522,0.27473,0.31978,0.220966,0.290745,0.441933,1,none,?
0.003892,0.000238,0.016114,0.004739,0,0.003791,0.364927,0.151658,0.407581,0.434539,0.205199,0.301763,1,none,?
0.003746,0.000279,0,0.001098,0.00988,0.002196,0.232735,0.268963,0.436927,0.181981,0.272971,0.466326,1,none,?
0.006369,0.000772,0.150918,0.001295,0,0.002591,0.296654,0.089385,0.312847,0.108757,0.083659,0.100391,1,none,?
0.004475,0.000246,0,0.016637,0.010167,0.018486,0.280061,0.139568,0.38543,0.302597,0.065782,0.552569,1,none,?
0.00533,0.00017,0,0.019782,0.005129,0.003663,0.205142,0.138471,0.503331,0.089442,0,0.804978,1,none,?
0.005975,0.000393,0,0.0207,0.02264,0.182417,0.312437,0.091208,0.234166,0.152737,0.007637,0.297837,0.999982,none,?
0.007648,0.000257,0.001043,0.00365,0,0.010428,0.350907,0.130352,0.428596,0.277292,0.048225,0.590753,1,none,?
0.021055,0.05846,0.012145,0.001026,0,0.001368,0.126243,0.026172,0.797485,0.000936,0.000047,0.998029,-0.997647,Um,?
0.005309,0.000246,0.002146,0.000715,0.002146,0.001431,0.31834,0.236788,0.377001,0.093996,0.340737,0.52873,1,none,?
0.005969,0.000333,0.000609,0.000609,0.012797,0.000609,0.321754,0.25655,0.365021,0.144158,0.364636,0.466394,1,none,?
0.005695,0.00028,0.001722,0.00287,0.007462,0.001722,0.31284,0.263474,0.381148,0.369819,0.135299,0.478058,1,none,?
0.002965,0.000571,0.009066,0.010879,0.00272,0.009066,0.29193,0.082502,0.479599,0.662329,0.010918,0.178319,1,none,?
0.004483,0.000342,0.002628,0.000657,0.003285,0.003285,0.305512,0.28383,0.369242,0.408967,0.154201,0.402263,1,none,?
0.007913,0.000617,0.002662,0.00038,0.003042,0.001901,0.21445,0.382891,0.33042,0.092325,0.573187,0.303904,1,none,?
0.003262,0.000348,0.001815,0.000908,0.002723,0.005445,0.175149,0.18967,0.554488,0.277936,0.013897,0.423852,1,none,?
0.003268,0.000325,0.01301,0,0.004337,0.003469,0.202961,0.228982,0.510872,0.364358,0.042866,0.521532,1,none,?
0.004921,0.000248,0.008635,0.003238,0,0.002699,0.235854,0.153278,0.555902,0.122772,0.052617,0.675245,1,none,?
0.006353,0.000267,0,0.00799,0.003785,0.039108,0.331363,0.112277,0.452471,0.458961,0.040979,0.458961,1,none,?
0.003979,0.000237,0.003056,0.000611,0,0.003056,0.362436,0.136907,0.466338,0.341663,0.11104,0.384371,1,none,?
0.006923,0.000862,0.043357,0.007883,0.001075,0.118962,0.17056,0.051956,0.163035,0.141883,0.036072,0.141883,1,none,?
0.007436,0.000198,0.001682,0.002018,0,0.0037,0.459824,0.170878,0.324938,0.446978,0.074496,0.446978,1,none,?
0.004129,0.000273,0.008089,0.0168,0,0.006222,0.533876,0.131291,0.266938,0.371284,0.080714,0.330927,1,none,?
0.006248,0.000402,0.001139,0.001139,0.00038,0.001139,0.481809,0.138582,0.347783,0.220594,0.02565,0.748992,1,none,?
0.00513,0.000206,0.003488,0.005481,0.001495,0.005481,0.438473,0.139016,0.362737,0.499765,0.032593,0.434578,0.997833,none,?
0.002706,0.000226,0.002128,0.011703,0,0.007447,0.197882,0.13724,0.593645,0.462489,0.033035,0.473501,1,none,?
0.005561,0.000402,0.008547,0,0.005876,0.003739,0.334396,0.241449,0.363776,0.408023,0.171106,0.348793,1,none,?
0.010454,0.000423,0.001572,0.002096,0.000786,0.00262,0.559722,0.149888,0.235052,0.416745,0.279733,0.251188,0.999558,none,?
0.004307,0.000282,0.012728,0.025455,0.001818,0.011515,0.304857,0.146671,0.444254,0.301197,0.097686,0.472147,1,none,?
0.002846,0.000614,0.002693,0.009875,0.000898,0.012568,0.197501,0.11491,0.629311,0.096533,0.003861,0.872657,1,none,?
0.006549,0.000264,0.004243,0.002546,0,0.003818,0.2762,0.16292,0.49173,0.159753,0.169738,0.529183,1,none,?
0.006437,0.000289,0,0.012944,0.029229,0.011274,0.269739,0.220468,0.341558,0.318045,0.070677,0.574248,1,none,?
0.006131,0.00023,0.00501,0.00167,0,0.007515,0.352794,0.1407,0.464268,0.311448,0.064438,0.494021,1,none,?
0.008567,0.000651,0.00697,0,0.004647,0.000996,0.287429,0.252911,0.383017,0.22634,0.204987,0.542362,1,none,?
0.003222,0.00029,0.013568,0.003991,0.000798,0.013568,0.267378,0.135684,0.479683,0.214017,0.008917,0.481539,1,none,?
0.00438,0.000222,0.02574,0.002511,0.015695,0.005022,0.239195,0.126817,0.396775,0.25332,0.066663,0.586637,1,none,?
0.005011,0.00035,0.00343,0.000572,0.001143,0.004002,0.304151,0.257843,0.394482,0.398405,0.159362,0.424966,1,none,?
0.004234,0.00022,0.00363,0.020568,0,0.00242,0.527499,0.117961,0.269799,0.300515,0.162779,0.413208,1,none,?
0.005408,0.000282,0.005806,0.004354,0.000484,0.00387,0.28351,0.146593,0.528315,0.240104,0.040017,0.650282,1,none,?
0.007618,0.00017,0,0.042126,0.012776,0.017955,0.32458,0.155039,0.394675,0.250513,0.016701,0.684734,1,none,?
0.004217,0.000236,0,0,0.002579,0.002579,0.326874,0.304954,0.330098,0.148103,0.160445,0.666465,1,none,?
0.001856,0.000278,0.024877,0.001244,0,0.003732,0.297284,0.17041,0.457743,0.419122,0.044587,0.338865,1,none,?
0.004023,0.000205,0.003261,0.002174,0.002717,0.00163,0.26087,0.299457,0.397827,0.460856,0.069128,0.460856,1,none,?
0.003932,0.000247,0.010468,0.0117,0.003695,0.004926,0.389179,0.144711,0.389179,0.498991,0.021695,0.4556,1,none,?
0.003999,0.000224,0.010108,0,0.002888,0.002166,0.390619,0.259209,0.297477,0.290488,0.305012,0.348585,1,none,?
0.007042,0.000411,0.002683,0.002683,0.001789,0.013416,0.303206,0.122535,0.494611,0.269409,0.423357,0.288652,1,none,?
0.004975,0.000257,0.005741,0.001148,0,0.004593,0.33412,0.096447,0.504051,0.416684,0.083337,0.25001,1,none,?
0.005078,0.000197,0.001017,0.003052,0.009155,0.002034,0.114946,0.113929,0.201919,0.13071,0.04357,0.145233,0.998096,none,?
0.004575,0.000357,0.002601,0,0.006243,0.002601,0.219541,0.275207,0.459372,0.15803,0.15803,0.684795,1,none,?
0.008569,0.000302,0.001735,0.003759,0.000868,0.004627,0.555224,0.150952,0.251297,0.644068,0.028003,0.28003,0.999988,none,?
0.007549,0.000247,0.027867,0.000961,0.000641,0.003844,0.436257,0.147661,0.361306,0.455769,0.144512,0.389071,1,none,?
0.002627,0.000181,0.000855,0.006838,0.000855,0.005129,0.205995,0.15471,0.572683,0.379926,0.014071,0.576925,1,none,?
0.005078,0.000512,0.002727,0.001364,0.007273,0.004545,0.264546,0.225455,0.377273,0.379466,0.046151,0.24614,1,none,?
0.004595,0.000591,0.000495,0,0.002477,0.002972,0.210023,0.224388,0.434906,0.127694,0.035226,0.32584,1,none,?
0.003392,0.000227,0,0.000655,0.003274,0.00131,0.241651,0.257368,0.459072,0.238212,0.113435,0.567173,1,none,?
0.00737,0.000562,0.023542,0.000322,0.000645,0.000967,0.406344,0.17834,0.266381,0.247567,0.034659,0.232713,1,none,?
0.006552,0.000275,0,0.010587,0.002921,0.006936,0.430421,0.180346,0.299725,0.346855,0.051008,0.51008,1,none,?
0.002353,0.00017,0,0.120018,0.003051,0.005086,0.168839,0.143411,0.511602,0.114851,0.016407,0.754735,1,none,?
0.005791,0.000214,0.005084,0.000391,0.000391,0,0.395381,0.205708,0.350407,0.431953,0.024683,0.456637,1,none,?
0.011697,0.004767,0,0.797628,0.002916,0.001166,0.047823,0.02605,0.079316,0.040018,0.001112,0.018898,1,none,?
0.005631,0.000444,0.000381,0,0.001142,0.001522,0.161342,0.164767,0.581059,0.229475,0.025497,0.657827,1,none,?
0.005472,0.000642,0.001174,0,0.001956,0.002348,0.206192,0.192107,0.329438,0.211862,0.020839,0.284798,1,none,?
0.005341,0.00022,0.001996,0.000798,0.007585,0.003593,0.308999,0.256302,0.398026,0.454238,0.090848,0.393673,1,none,?
0.002309,0.000125,0.000778,0.002335,0.000778,0.003891,0.372017,0.147873,0.435836,0.391073,0.144842,0.376589,1,none,?
0.002411,0.000212,0.001482,0.011118,0,0.016306,0.22087,0.111176,0.584787,0.338423,0.025382,0.575319,1,none,?
0.006401,0.000413,0.003289,0.001315,0.005262,0.00296,0.327547,0.251908,0.35254,0.276107,0.145584,0.38655,1,none,?
0.007404,0.000227,0.001703,0.001136,0.00511,0.003123,0.343255,0.244452,0.360574,0.245457,0.100001,0.636371,1,none,?
0.005219,0.000392,0.018512,0.001645,0.005759,0.004936,0.197458,0.173187,0.505163,0.239028,0.04346,0.277056,1,none,?
0.006015,0.000352,0.002294,0.001147,0.009175,0.002676,0.211016,0.248862,0.453762,0.293345,0.159427,0.535674,1,none,?
0.007127,0.000254,0.017219,0.000307,0.000307,0.000615,0.472919,0.172194,0.313024,0.26724,0.13793,0.465514,0.999962,none,?
0.004035,0.000294,0,0.09933,0.00718,0.004189,0.389539,0.095739,0.29021,0.397316,0.107606,0.347651,0.988039,none,?
0.005994,0.000209,0.008564,0.003083,0.001028,0.002055,0.335377,0.20657,0.405947,0.444779,0.059304,0.434895,1,none,?
0.004563,0.000212,0,0.009055,0.008623,0.009486,0.306996,0.263447,0.374259,0.39427,0.045845,0.550144,1,none,?
0.005162,0.000214,0.000837,0,0.041005,0.004603,0.225949,0.251054,0.420097,0.36903,0.135958,0.310762,1,none,?
0.006551,0.000308,0.028501,0.003211,0.000401,0.003211,0.449999,0.18586,0.289027,0.193099,0.193099,0.411385,0.910928,none,?
0.163213,0.311886,0,0.000227,0.000081,0.000536,0.003361,0.001347,0.961425,0.0001,0.000042,0.997858,0.999998,none,?
0.004286,0.000244,0.00174,0.00058,0,0.00464,0.334663,0.135141,0.485464,0.190164,0.060052,0.620535,1,none,?
0.005589,0.000237,0.010623,0.001771,0,0.001328,0.266911,0.174842,0.51833,0.398428,0.020432,0.480156,1,none,?
0.004931,0.000253,0,0.011799,0.013766,0.014749,0.318584,0.23058,0.377581,0.339065,0.056511,0.602783,1,none,?
0.006027,0.000284,0.000435,0.004786,0.000435,0.002611,0.372477,0.154908,0.421647,0.486696,0.117168,0.34249,1,none,?
0.003447,0.000269,0.005336,0.048784,0,0.003049,0.436773,0.109003,0.277461,0.226707,0.056677,0.387291,1,none,?
0.001337,0.00016,0,0.020255,0,0,0.511905,0.163883,0.246746,0.161564,0.220315,0.24969,-0.999549,pU,?
0.801408,0.617091,0.000085,0.004936,0.000082,0.000024,0.8171,0.124367,0.021499,0.901547,0.085694,0.010641,1,none,?
0.004391,0.000171,0.001077,0.005385,0,0,0.111472,0.017771,0.06139,0.200061,0.013337,0.173387,1,none,?
0.005995,0.000388,0.005537,0.001477,0,0.001477,0.377643,0.121451,0.398316,0.29192,0.140554,0.427067,1,none,?
0.003994,0.000213,0.012472,0.019521,0.000542,0.003796,0.437601,0.114958,0.379037,0.285297,0.01902,0.523045,0.979388,none,?
0.004772,0.000412,0.021966,0.009336,0.002197,0.007139,0.494234,0.11642,0.308622,0.393758,0.087502,0.293756,1,none,?
0.004028,0.000216,0.024099,0.001903,0,0.002537,0.17884,0.201671,0.555547,0.232643,0.023264,0.732825,1,none,?
0.006523,0.000314,0,0.011206,0.003091,0.045596,0.311445,0.108967,0.48417,0.44947,0.015771,0.504668,1,none,?
0.0049,0.000279,0.077132,0.001079,0,0.000539,0.297203,0.160198,0.41425,0.388652,0.018507,0.360891,1,none,?
0.004049,0.000258,0,0.008355,0.008998,0.008355,0.236524,0.284086,0.390137,0.365806,0.05932,0.435012,1,none,?
0.011311,0.000552,0.000911,0.001594,0,0.002504,0.426669,0.179866,0.244754,0.283718,0.085566,0.211663,1,none,?
0.004103,0.000221,0.008856,0.023404,0.006958,0.003795,0.473148,0.143589,0.298564,0.246904,0.123452,0.482585,1,none,?
0.006597,0.00026,0.004671,0.00545,0.000389,0.001168,0.316472,0.17984,0.457385,0.32709,0.141444,0.459694,1,none,?
0.008535,0.000846,0,0.0222,0.005316,0.025952,0.298297,0.106624,0.476212,0.106686,0.030883,0.21618,1,none,?
0.003607,0.000234,0.00474,0.001354,0.00474,0.002031,0.183504,0.230226,0.512592,0.297328,0.06307,0.585646,1,none,?
0.004799,0.000272,0.004777,0.005308,0.011146,0.004777,0.240437,0.27759,0.419304,0.390389,0.172672,0.322822,1,none,?
0.003761,0.000223,0.006901,0.020702,0.001255,0.001882,0.502487,0.143657,0.26724,0.297835,0.114552,0.435297,1,none,?
0.004874,0.000208,0.001345,0.000448,0.007175,0.001794,0.26728,0.291496,0.370873,0.369572,0.073914,0.524793,1,none,?
0.004922,0.000303,0.003661,0.00523,0.005753,0.006799,0.282436,0.26413,0.388611,0.43383,0.057083,0.410996,1,none,?
0.004531,0.000534,0.001966,0.001966,0.005898,0.003932,0.179558,0.260163,0.496078,0.087879,0.621916,0.287298,1,none,?
0.006472,0.000361,0.000887,0.002218,0.000444,0.003549,0.321213,0.157501,0.475164,0.3213,0.262471,0.38013,1,none,?
0.004935,0.000361,0.005263,0.002105,0,0.013157,0.256818,0.100517,0.575736,0.345861,0.037503,0.520875,1,none,?
0.006166,0.000235,0.000817,0.001633,0,0.000817,0.49039,0.119229,0.352786,0.288346,0.058846,0.612,0.999991,none,?
0.006553,0.000316,0.000374,0,0.002621,0.000749,0.342935,0.260571,0.359408,0.374898,0.097985,0.443061,1,none,?
0.00713,0.000207,0.034308,0.004709,0.000336,0.002691,0.291619,0.198112,0.408333,0.36035,0.037932,0.531042,1,none,?
0.004785,0.000276,0,0.011242,0.010753,0.01613,0.262475,0.230704,0.431103,0.300482,0.046228,0.647191,1,none,?
0.005095,0.000313,0.001287,0.000858,0,0.003003,0.381797,0.143281,0.433276,0.345107,0.027143,0.27531,1,none,?
0.003817,0.000257,0.001203,0,0.001203,0.001203,0.250884,0.284576,0.412123,0.234153,0.117077,0.634166,1,none,?
0.007061,0.000744,0.001571,0.000314,0.00377,0.000943,0.314492,0.241917,0.307895,0.405065,0.058545,0.185128,1,none,?
0.006297,0.00058,0.000995,0.002321,0.001989,0.002321,0.166114,0.170424,0.547414,0.136871,0.036119,0.739483,1,none,?
0.005137,0.000324,0.005514,0,0.003545,0.001182,0.315472,0.231976,0.325712,0.45401,0.113502,0.372036,1,none,?
0.003321,0.000232,0.006849,0.029264,0.000623,0.008094,0.264,0.107094,0.526754,0.516078,0.054324,0.380268,1,none,?
0.010187,0.000502,0.000816,0.000408,0.002244,0.000816,0.128086,0.311036,0.508468,0.246417,0.168285,0.548929,1,none,?
0.00412,0.000553,0.18454,0.001749,0,0.002624,0.31092,0.155241,0.265441,0.110273,0.286709,0.28986,1,none,?
0.006314,0.000186,0,0.004923,0.005744,0.004376,0.41712,0.162198,0.323302,0.358331,0.066358,0.544132,1,none,?
0.003019,0.000253,0,0.044506,0.001127,0.001127,0.194924,0.1138,0.544211,0.16001,0.019201,0.585636,1,none,?
0.002626,0.000151,0.000665,0.005317,0.000665,0.001994,0.322316,0.139559,0.495104,0.297384,0.043256,0.632617,1,none,?
0.003383,0.00045,0.083007,0.005014,0,0.006128,0.252365,0.113091,0.38384,0.276765,0.015062,0.214634,1,none,?
0.005199,0.000229,0.003623,0.001087,0,0.001449,0.304719,0.161237,0.496391,0.262791,0.060371,0.610811,1,none,?
0.00732,0.000323,0,0.008671,0.011732,0.005356,0.423874,0.176486,0.258609,0.377898,0.039779,0.477345,0.997875,none,?
0.005089,0.000304,0.001436,0.000359,0,0.00323,0.359656,0.185571,0.352836,0.324432,0.060831,0.53734,1,none,?
0.006492,0.001866,0.004465,0.004465,0,0.004186,0.303373,0.20904,0.435942,0.028567,0.006438,0.949951,1,none,?
0.005022,0.000223,0,0.006947,0.02011,0.006947,0.282276,0.232549,0.389775,0.27158,0.054316,0.52958,1,none,?
0.005594,0.000251,0.074233,0.002428,0.000694,0.002428,0.28722,0.176217,0.41418,0.369732,0.068354,0.441193,1,none,?
0.005088,0.000931,0,0.009364,0.009364,0.013109,0.229219,0.231092,0.425853,0.091301,0.022208,0.535465,1,none,?
0.004453,0.000295,0.009263,0.000842,0.002947,0.003368,0.224831,0.300196,0.372193,0.389382,0.089074,0.371567,1,none,?
0.005231,0.000239,0.002402,0.001029,0.005491,0.001373,0.330122,0.272814,0.332181,0.428096,0.103334,0.404477,1,none,?
0.007657,0.002271,0.005998,0.005537,0.000231,0.002538,0.206005,0.101964,0.248913,0.051763,0.015098,0.874116,1,none,?
0.004112,0.000533,0.001903,0.002854,0.002379,0.002379,0.200749,0.139858,0.404351,0.161454,0.034597,0.183078,1,none,?
0.009352,0.000492,0.008456,0.00296,0.016913,0.003383,0.285828,0.264053,0.371239,0.308629,0.29157,0.333444,1,none,?
0.004176,0.000261,0.023197,0.002148,0.000859,0.002148,0.34795,0.18815,0.39735,0.113771,0.100542,0.521232,1,none,?
0.006327,0.000301,0,0.019122,0.005905,0.005343,0.326202,0.15832,0.412532,0.165685,0.072629,0.415348,1,none,?
0.131813,0.132672,0,0.000735,0.001551,0.000254,0.954331,0.008222,0.014238,0.997193,0.000169,0.001376,1,none,?
0.005032,0.000272,0.001095,0.00146,0.005476,0.002556,0.28148,0.259575,0.304845,0.234728,0.145057,0.363961,0.999999,none,?
0.005664,0.000336,0.004063,0.001016,0.007109,0.00237,0.269819,0.253908,0.429951,0.399159,0.178629,0.396953,1,none,?
0.006235,0.000348,0.002212,0.000553,0.000553,0.002765,0.493347,0.186665,0.263819,0.294226,0.067749,0.298097,0.998096,none,?
0.003352,0.000281,0.000545,0.00109,0.00109,0.00218,0.186921,0.238147,0.536785,0.235117,0.161801,0.573887,1,none,?
0.005009,0.000268,0.002848,0.002492,0.030616,0.00356,0.228907,0.208615,0.467427,0.412244,0.062226,0.469284,1,none,?
0.005323,0.000191,0.021697,0.001335,0,0.002337,0.272714,0.174911,0.509711,0.264022,0.115735,0.462942,1,none,?
0.004269,0.000294,0,0.011896,0.051275,0.009845,0.255556,0.255556,0.390512,0.241166,0.067248,0.649294,1,none,?
0.002416,0.000143,0.003693,0.015512,0.001477,0.008864,0.17507,0.140351,0.600555,0.214495,0.038999,0.628859,1,none,?
0.003926,0.00031,0.198626,0.000865,0,0.001298,0.34316,0.170498,0.266133,0.184747,0.058002,0.274973,1,none,?
0.005793,0.00018,0,0.012175,0.008429,0.009678,0.399286,0.173888,0.361512,0.341726,0.094269,0.545976,1,none,?
